145,44,238,255
69,139,116,255
127,255,0,255
209,95,238,255
107,142,35,255
139,119,101,255
138,51,36,255
238,48,167,255
0,255,255,255
65,105,225,255
16,78,139,255
100,149,237,255
188,238,104,255
139,105,20,255
255,130,171,255
238,118,0,255
118,238,198,255
255,97,3,255
227,168,105,255
250,235,215,255
82,139,139,255
0,0,139,255
0,128,128,255
138,43,226,255
238,180,180,255
255,246,143,255
222,184,135,255
202,255,112,255
245,222,179,255
0,255,0,255
113,113,198,255
205,55,0,255
0,238,238,255
139,139,0,255
139,90,0,255
0,238,118,255
205,140,149,255
85,107,47,255
139,102,139,255
139,131,120,255
218,165,32,255
128,0,0,255
0,199,140,255
67,110,238,255
216,191,216,255
205,102,0,255
162,205,90,255
240,230,140,255
156,102,31,255
255,255,0,255
238,106,80,255
150,205,205,255
255,125,64,255
142,142,56,255
255,130,71,255
255,0,255,255
238,0,0,255
205,112,84,255
205,79,57,255
238,224,229,255
238,174,238,255
92,172,238,255
71,60,139,255
154,192,205,255
240,128,128,255
205,145,158,255
0,154,205,255
84,255,159,255
61,89,171,255
199,97,20,255
238,213,210,255
250,240,230,255
124,252,0,255
255,245,238,255
102,205,0,255
224,255,255,255
139,71,137,255
135,38,87,255
205,92,92,255
205,0,205,255
185,211,238,255
238,99,99,255
165,42,42,255
192,255,62,255
142,56,142,255
152,251,152,255
